restaurant_id,name,restaurant_type,avg_rating,num_ratings,avg_cost_two,online_order,table_booking,cuisine_type,area,address,source,city,typical_delivery_time
9158,Om Sairam Fastfood,,2.9,80,100.0,,,Fast Food,Parvat Patiya,Dumbhal,swiggy,Surat,48
9159,Cake 24 7,,2.9,80,600.0,,,Bakery,Begampur,Sector- 24,swiggy,Delhi,57
9160,Wow! China,,4.0,20,400.0,,,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Saki Naka,Phoenix Mall,swiggy,Mumbai,52
9161,Kfc,,4.0,1000,400.0,,,"American,Fast Food,Snacks",Lnt Mall Musarambagh,Lnt Mall Musarambagh,swiggy,Hyderabad,35
9162,Am Biryani,,3.6,500,400.0,,,Biryani,Perambur,Jumbulingam Main Road G.K.M Colony,swiggy,Chennai,58
9163,Mast Kalandar Dhaba,,4.0,50,350.0,,,"Indian,Tandoor,Chinese",Salt Lake,Salt Lake,swiggy,Kolkata,61
9164,Lazeez Biryani,,2.9,80,200.0,,,Indian,Rohini,Sector-7,swiggy,Delhi,46
9165,Lucknow Biryani House,,3.6,50,200.0,,,Indian,Dum Dum,North Twenty Four Parganas,swiggy,Kolkata,73
9166,Shawarma Time,,4.3,50,150.0,,,Arabian,J.C.Nagar,J C Nagar,swiggy,Bangalore,48
9167,Stix  By Hyatt Regency Chennai,,3.8,20,1200.0,,,"Chinese,Continental,Italian,North Indian",Thousand Lights,Teynampet,swiggy,Chennai,80
9168,Pure & Sure Organic Cafe,,2.9,80,350.0,,,"Italian-American,Continental,Juices,Beverages",Jayanagar,27Th Cross Rd Jayanagar 1St Block,swiggy,Bangalore,49
9169,Bharani Bhavan,,4.3,100,300.0,,,South Indian,Aminjikarai,Vaidhyanadan Street,swiggy,Chennai,49
9170,Shree Bhairavnath Punjabi Bhojnalay,,2.9,80,200.0,,,Punjabi,Khokhra,Alankar Complex,swiggy,Ahmedabad,47
9171,Bhagvati Dry Fruit Dish Gola,,4.3,20,250.0,,,"Desserts,Ice Cream",Adajan,Adajanopp Mahalaxmi Temple,swiggy,Surat,39
9172,The Bandra Sushiholic,,4.2,50,1400.0,,,Sushi,Bandra Area,Hill Road,swiggy,Mumbai,63
9173,Thanjavur Mess,,4.4,1000,200.0,,,South Indian,West Mambalam,West Mambalam,swiggy,Chennai,69
9174,Vaishno Punjab,,4.2,100,250.0,,,"Thalis,North Indian",Chembur,Rc Marg,swiggy,Mumbai,54
9175,Allen Kitchen Saveurs De Calcutta,,4.2,100,200.0,,,"Fast Food,North Indian,Mexican,Snacks",Bhowanipore,Ward No.72,swiggy,Kolkata,73
9176,Yumma Swami,,4.2,50,200.0,,,South Indian,Camp,Moledina Road,swiggy,Pune,36
9177,Airborne Carnival,,2.9,80,400.0,,,"Fast Food,Beverages",Thousand Lights,Kader Nawaz Khan Road,swiggy,Chennai,49
9178,Taco Bell,,3.8,500,300.0,,,Mexican,New Malakpet,L&T Mall Malakpet,swiggy,Hyderabad,37
9179,Sri Santosh Family Dhaba,,4.0,100,100.0,,,"Sweets,Fast Food",New Nallakunta,Shivamroad,swiggy,Hyderabad,38
9180,Immuneaty,,2.9,80,200.0,,,Fast Food,Mohammed Wadi,Kondhwa,swiggy,Pune,89
9181,The Street Bakers,,4.2,20,200.0,,,"Bakery,Chinese,Snacks",Moti Nagar,Moti Nagar,swiggy,Delhi,71
9182,Aala Biriyani,,4.0,20,200.0,,,"Indian,Biryani",Baranagar,Netaji Colony,swiggy,Kolkata,67
9183,Laxmi Egg House,,4.0,100,200.0,,,Fast Food,Anand Nagar,Ak Road,swiggy,Surat,53
9184,Khapsa House,,4.1,500,100.0,,,"Fast Food,Chinese",Shahpore,Shahpore,swiggy,Surat,38
9185,Shree Sainath Fast Food,,2.9,80,100.0,,,"Fast Food,Pizzas",Athwa,City Light,swiggy,Surat,46
9186,Prabhu Egg Center,,2.9,80,200.0,,,North Indian,Surat,Lal Darwaja,swiggy,Surat,44
9187,Symphony - Ramada,,4.0,50,200.0,,,"Indian,Chinese,Tandoor",Egmore,Egmore,swiggy,Chennai,39
9188,Top Chinese Fast  Food,,2.9,80,250.0,,,Indian,Asalpha,Mohili Village Nair Wadi Sakinaka Mumbai,swiggy,Mumbai,54
9189,Andhra Mess,,3.7,100,250.0,,,"Andhra,South Indian,Biryani,Chinese,Hyderabadi",Domlur,2Nd Main Rd Ak Colony,swiggy,Bangalore,57
9190,Puducherry Sri Kamatchi.,,4.3,1000,300.0,,,"South Indian,Chinese",Kodambakkam,Kk Nagar,swiggy,Chennai,71
9191,Kitchens Of China,,2.9,80,350.0,,,"Chinese,Combo,Asian",Koramangala,Koramangala,swiggy,Bangalore,56
9192,La Pino'Z Pizza,,4.0,1000,300.0,,,Pizzas,Banjara Hills,Road Number 12,swiggy,Hyderabad,56
9193,Brahmins' Thatte Idli,,4.4,500,150.0,,,"South Indian,Combo",Malleshwaram,Vyalikaval,swiggy,Bangalore,48
9194,Krishna Bakery,,3.9,20,200.0,,,Desserts,Varachha,Lh Road,swiggy,Surat,55
9195,Churro Mania,,4.6,100,300.0,,,Desserts,Wanowrie,Salunke Vihar,swiggy,Pune,71
9196,Jija Pure Veg,,2.9,80,150.0,,,Indian,Sadashiv Peth,Sadashiv Peth,swiggy,Pune,35
9197,Haka,,4.2,100,350.0,,,"Chinese,Asian,Seafood",Powai Area,Powai Area,swiggy,Mumbai,54
9198,Oh! Calcutta,,4.4,100,800.0,,,Bengali,Powai Area,Powai Area,swiggy,Mumbai,58
9199,Baba Omlet,,2.9,80,200.0,,,North Indian,Palanpur Patia,Opp. Smc Ward Adajan,swiggy,Surat,65
9200,Salem Rr Biriyani Unavagam,,3.9,100,400.0,,,"Biryani,Chettinad,Tandoor,Chinese",Triplicane,Egmore,swiggy,Chennai,33
9201,Edabba,,4.2,1000,150.0,,,"Combo,Fast Food,North Indian,Chinese,Biryani,Continental,Beverages",Taltala,New Market,swiggy,Kolkata,43
9202,Sitara Hotel,,2.9,80,200.0,,,Indian,Kothrud,Kothrud,swiggy,Pune,66
9203,Sabri Hotel,,3.6,20,400.0,,,"Chinese,North Indian,Biryani",Santacruz East,Bandra Kurla Complex Road,swiggy,Mumbai,36
9204,Idc Kitchen,,4.4,100,150.0,,,"South Indian,North Indian",Gandhi Nagar,Gandinagar,swiggy,Bangalore,44
9205,Awadhi Biryani,,2.9,80,200.0,,,"Chinese,Fast Food,Combo,Biryani,Beverages",Rohini,Sector-7,swiggy,Delhi,40
9206,Sadguru Sandwiches Centre,,4.5,20,200.0,,,Fast Food,Santacruz East,Scruz Bandra East,swiggy,Mumbai,40
9207,Go Momos,,2.9,80,200.0,,,"Chinese,Fast Food,Burmese",Athwa,City Light,swiggy,Surat,46
9208,Delicious Pizza,,2.9,80,200.0,,,Fast Food,Tondiarpet,Washermenpet,swiggy,Chennai,81
9209,Bakya Veg Restaurant,,4.3,1000,150.0,,,"South Indian,Chinese,North Indian",West Mambalam,T Nagar,swiggy,Chennai,75
9210,Rs Fast Food Center,,3.8,100,150.0,,,"Chinese,Fast Food",Tarnaka,Nacharam Main Road,swiggy,Hyderabad,63
9211,Pure By Slurrp,,4.2,20,400.0,,,"Indian,Continental",Piplod,Vesu,swiggy,Surat,57
9212,Super Bombay Kulfi Natural Ice Cream Milkshake And Chats,,2.9,80,200.0,,,"Ice Cream,Beverages",Triplicane,Jhony John Khan Road,swiggy,Chennai,47
9213,Punjabi Dhaba -The Taste Of Punjab,,3.4,500,250.0,,,"Punjabi,North Indian,Chinese,Biryani,Desserts",Althan,Althan Bhatar,swiggy,Surat,40
9214,Juice Pitara,,4.6,100,200.0,,,"Juices,Beverages,Healthy Food",Jodhpur Village,Satellite Jodhpur,swiggy,Ahmedabad,51
9215,Vasireddy Swagruha Foods,,4.2,100,350.0,,,Sweets  South Indian  North Indian  Snacks,Kothapet,Kothapet,swiggy,Hyderabad,54
9216,Subbayya Gari Hotel,,4.1,1000,300.0,,,South Indian,Old Malakpet,Sri Krupa Market Malakpet,swiggy,Hyderabad,29
9217,Chinese Hut Fast Food,,3.6,100,150.0,,,"Chinese,Fast Food",Moghalpura,Charminar,swiggy,Hyderabad,45
9218,Silver Spoon,,3.9,100,400.0,,,"Chinese,Tibetan",Taltala,Mcleod Street,swiggy,Kolkata,52
9219,Jay Ambe Bhajipav And Pulav,,4.0,20,200.0,,,Fast Food,Motera,Motera,swiggy,Ahmedabad,73
9220,Agrawals Juice And Fast Food Centre,,4.7,100,300.0,,,Fast Food,Ghatkopar East,Ghatkopar East,swiggy,Mumbai,41
9221,Wandercrust,,2.9,80,350.0,,,"Pizzas,Italian",Richmond Town,Aga Abdullah Street,swiggy,Bangalore,40
9222,Aniruddha'S,,2.9,80,250.0,,,"Indian,North Indian,Biryani",Kurla West,Kurla,swiggy,Mumbai,42
9223,Javed Bhai'S,,4.5,20,300.0,,,Mughlai,Kurla,Kurla Weight Bridge,swiggy,Mumbai,38
9224,Healthy Affairs,,4.6,50,300.0,,,"Fast Food,Continental,Desserts",Maharshi Nagar,Bibwewadi,swiggy,Pune,52
9225,Deccan Chinese Fast Food,,2.9,80,200.0,,,"Chinese,Fast Food",Amberpet,Uppal Ramanthapur Amberpet,swiggy,Hyderabad,51
9226,Biryani Empire,,3.0,20,300.0,,,"Indian,Chinese",Rohini,Shiva Road Sector 7,swiggy,Delhi,38
9227,Chicken Dum Biryani,,2.9,80,300.0,,,"Mughlai,Indian",Rohini,Shiva Road,swiggy,Delhi,45
9228,Mughlai Biryani,,2.9,80,300.0,,,"Indian,Continental,Snacks",Rohini,Shiva Road,swiggy,Delhi,40
9229,Biryani Zaika,,2.9,80,200.0,,,"Biryani,Chinese,North Indian",Rohini,Sector 7 Rohini,swiggy,Delhi,45
9230,Shree Atalji Dining Hall,,4.2,50,220.0,,,"Thalis,Punjabi,Gujarati",Vastral,Vastral,swiggy,Ahmedabad,69
9231,Sugarless Life,,4.2,100,250.0,,,"Desserts,Sweets,Combo,Italian,Pizzas,Snacks",Navrangpura,Navrangpura,swiggy,Ahmedabad,36
9232,Mamaji - Taste Of Katta (Ruia),,4.2,50,250.0,,,"North Indian,Chinese,Fast Food",Chembur,Chembur,swiggy,Mumbai,46
9233,Majeeth Hotel,,4.1,100,300.0,,,"South Indian,Chinese,Biryani",George Town,Royapuram,swiggy,Chennai,44
9234,Green Mango Juice Shop,,4.2,20,30.0,,,Juices,Ayanavaram,Vasantha Nagar Chinna Chembarambakkam Ayanavaram,swiggy,Chennai,57
9235,The Choupatiwala Cafe,,2.9,80,300.0,,,Fast Food,Wadgaon Sheri,Viman Nagar,swiggy,Pune,79
9236,Nitchal Grand Restaurant,,2.9,80,250.0,,,"North Indian,Chinese,Tandoor,Biryani",Padmarao Nagar,Padmarao Nagar,swiggy,Hyderabad,53
9237,The Bounty Sizzlers,,3.9,20,600.0,,,Continental,Kalyani Nagar,Kalyani Nagar,swiggy,Pune,60
9238,Kaka Ni Bhajipav & Fastfood,,4.1,100,120.0,,,"Fast Food,Punjabi,Chinese",Kapodra Patiya,Chikuwadi,swiggy,Surat,51
9239,Bombay Vadapav Corner,,4.4,100,100.0,,,North Indian,Malleshwaram,Seshadripuram1St Main Road,swiggy,Bangalore,39
9240,Bhagatram Sweets,,3.9,100,250.0,,,"Indian,Chinese,North Indian,Snacks",Shivaji Nagar,Central Bangalore,swiggy,Bangalore,36
9241,Thulasi Mess,,3.8,100,150.0,,,"South Indian,North Indian,Andhra,Biryani",Aminjikarai,Arumbakkam,swiggy,Chennai,54
9242,Pandey Dhaba,,2.9,80,300.0,,,Indian,Jorasanko,Burrabazarbara Bazar,swiggy,Kolkata,44
9243,Chaccha Jaan - Biryani Kebabs & Curries,,4.1,500,400.0,,,"Biryani,North Indian,Mughlai,Kebabs",Tiljala,Picnic Garden,swiggy,Kolkata,67
9244,Gharana- The Veg House,,3.8,100,200.0,,,North Indian,Behala,Tollygung,swiggy,Kolkata,91
9245,Good Lands Restaurant,,4.2,100,300.0,,,"Biryani,North Indian,South Indian,Tandoor,Chinese",Amberpet,Tarnaka Nacharam & Malkajigiri,swiggy,Hyderabad,60
9246,The Pani Puri Monster,,2.9,80,100.0,,,"Indian,Chinese,South Indian,Chaat",Khairtabad,Anand Nagar,swiggy,Hyderabad,56
9247,G-1 Juice Center,,2.9,80,150.0,,,Beverages,Yerawada,Vishrantwadinagpur Chawl Yerawada,swiggy,Pune,55
9248,The Fast Food,,4.3,50,150.0,,,Indian,Malleshwaram,Malleshwaram,swiggy,Bangalore,61
9249,Sundaram Restaurant,,2.9,80,200.0,,,"North Indian,South Indian,Chinese",Bidhannagar,Salt Lake,swiggy,Kolkata,63
9250,Dosa Factory,,4.1,500,100.0,,,South Indian,Toli Chowki,Tolochowki Cross Roads,swiggy,Hyderabad,73
9251,Chawlas^2,,4.2,50,400.0,,,North Indian  Indian  Punjabi  Tandoor,Marol,Andheri East,swiggy,Mumbai,57
9252,Svm Grand,,4.2,20,300.0,,,"South Indian,North Indian,Chinese",Koti,Abids & Koti,swiggy,Hyderabad,32
9253,Royal Fast Food,,4.0,20,150.0,,,Chinese,Kothapet,Kothapet & Dilshuknagar,swiggy,Hyderabad,58
9254,Biryani Wale,,3.3,20,300.0,,,Indian,Rohini,21 Sector,swiggy,Delhi,36
9255,Chicken Xperience By Venkys,,2.9,80,200.0,,,Fast Food,Baguihati,Salt Lake,swiggy,Kolkata,95
9256,Havmor,,4.7,100,300.0,,,"Ice Cream,Desserts",Alwarpet,Alwarpet,swiggy,Chennai,55
9257,Sante Spa Cuisine,,4.6,100,1300.0,,,"Italian,Continental,Mediterranean,Fast Food",Thousand Lights,Nungambakkam,swiggy,Chennai,47
9258,Waffles By Di Bella,,4.7,20,250.0,,,Ice Cream,Matunga,King'S Circle Nathalal Parekh Marg  Near Khalsa College,swiggy,Mumbai,60
9259,Feranoz,,4.4,500,500.0,,,"Desserts,Italian,Bakery,Snacks,Pizzas",Banjara Hills,Zahara Nagar Banjara Hills,swiggy,Hyderabad,59
9260,Cake Cart,,2.9,80,300.0,,,"Desserts,Bakery",Camp,Camp,swiggy,Pune,36
9261,Riyas Biriyani,,3.9,20,300.0,,,Indian,Purasaiwakkam,T.Nagar,swiggy,Chennai,36
9262,Cafe New Ajwa Marol,,4.0,100,300.0,,,"North Indian,Mughlai,Chinese,Fast Food,Desserts",Andheri East,Marol Sakinaka,swiggy,Mumbai,53
9263,Khichdi Experiment,,4.5,100,250.0,,,"Home Food,Indian,Healthy Food,North Indian,Snacks,Maharashtrian,Sweets,South Indian,Combo,Desserts,Beverages,Kebabs",Koramangala,Nanjappa Reddy Layout Koramangala,swiggy,Bangalore,49
9264,Panchakattu Dosa,,4.5,500,100.0,,,South Indian,Jubilee Hills,Banjara Hills,swiggy,Hyderabad,73
9265,Shalimar Restaurant & Store,,4.1,20,650.0,,,"North Indian,Chinese,Mughlai",Kurla,Kurla,swiggy,Mumbai,32
9266,Anokha Baghicha,,3.9,100,300.0,,,"Indian,Chinese",Beniapukur,Esplanade,swiggy,Kolkata,51
9267,Karavali Kolimane,,3.7,20,400.0,,,"South Indian,Chinese,Seafood,Tandoor,North Indian",Wilson Garden,Shantinagar,swiggy,Bangalore,52
9268,New Cafe Marol,,3.9,100,350.0,,,North Indian  Chinese  Mughlai  Tandoor  Desserts  Fast Food  Beverages,Andheri East,Marol Sakinaka,swiggy,Mumbai,50
9269,Hotel Om Sai,,2.9,80,400.0,,,Chinese  Biryani  Indian,Andheri East,Andheri East,swiggy,Mumbai,55
9270,The Biryani Life,,3.5,20,250.0,,,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Santacruz East,Kalina,swiggy,Mumbai,38
9271,Taste Of Kolkata Rolls,,4.3,100,400.0,,,Fast Food,Begampura,Salabatpura,swiggy,Surat,35
9272,Shahi Biryani & Khichda,,2.9,80,300.0,,,Biryani,Athwa,Begampura,swiggy,Surat,38
9273,The Biryani Life,,4.2,50,250.0,,,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Rohini,Sector 8,swiggy,Delhi,39
9274,Noodles & Co,,2.9,80,300.0,,,Chinese,Shivajinagar,Shivaji Nagar,swiggy,Pune,37
9275,Patiala Shahi Kitchen,,4.1,100,300.0,,,Indian,Sector 8 Rohini,Rohini Sector 8,swiggy,Delhi,36
9276,Shakespeer,,2.9,80,300.0,,,"Fast Food,Pizzas,Beverages,Snacks",Rohini,Rohini,swiggy,Delhi,62
9277,Blue Tokai Coffee Roasters,,4.7,50,800.0,,,"Healthy Food,American,Lebanese,Mediterranean,European,Juices,Middle Eastern",Shivaji Nagar,Central Bangalore,swiggy,Bangalore,38
9278,Sss Hyderabad Briyani,,3.9,100,250.0,,,"Chinese,Indian",Kodambakkam,Kodambakkam,swiggy,Chennai,71
9279,Tibb'S Frankie,,2.9,80,200.0,,,"Fast Food,Snacks,North Indian,Mexican,Beverages",Phoenix Mall,Phoenixkurla,swiggy,Mumbai,43
9280,Khichdi Experiment,,4.5,100,250.0,,,"Home Food,Indian,Healthy Food,North Indian,Snacks,Maharashtrian,Sweets,South Indian,Combo,Desserts,Beverages,Kebabs",Baner,Baner,swiggy,Pune,60
9281,Zaika E Dilli 6,,2.9,80,300.0,,,Mughlai,Mukherjee Nagar,Mukherjee Nagar,swiggy,Delhi,53
9282,Kathi On The Go,,3.9,1000,300.0,,,"Biryani,Indian,Kebabs,Mughlai,Fast Food",Lake Town,Jessore Road,swiggy,Kolkata,84
9283,Snack 'N' Go,,3.4,20,200.0,,,"Indian,Italian,American",Sinthee,Dumdum,swiggy,Kolkata,83
9284,Lan Lan Restaurant,,4.2,20,400.0,,,Chinese,Santacruz East,Scruz Bandra East,swiggy,Mumbai,42
9285,Food Point,,3.4,100,150.0,,,"Biryani,Snacks,Tandoor",Tollygunge,Jadavpur Zone,swiggy,Kolkata,93
9286,Moghal Hot Spot,,3.2,20,200.0,,,"Biryani,Chinese",Talab Katta,Charminar,swiggy,Hyderabad,52
9287,Purbani Restaurant & Hotel,,2.9,80,450.0,,,"Chinese,North Indian",Gariahat,South Kolkata,swiggy,Kolkata,75
9288,Maa Karunamoyee Fast Food Centre,,3.7,50,250.0,,,Indian,Baranagar,North Dumdum,swiggy,Kolkata,65
9289,Rocket Wok,,4.2,100,400.0,,,"Chinese,Thai,Asian,Combo,Vietnamese,Pan-Asian",Indiranagar,Indiranagar,swiggy,Bangalore,54
9290,Gupta Dhaba,,3.3,20,250.0,,,"Biryani,Indian,Mughlai,North Indian,Chinese",Central Kolkata,Munsi Para ( Lalabagan),swiggy,Kolkata,62
9291,Meraz Fast Food,,3.4,20,200.0,,,Indian,Ballygunge,Central Kolkata,swiggy,Kolkata,62
9292,Trio-La Patisserie.,,2.9,80,300.0,,,Desserts,Bowenpally,Kharkhana & Trimulgherry,swiggy,Hyderabad,75
9293,Variety Chinese,,2.9,80,300.0,,,Chinese,Scruz Bandra East,Scruz Bandra East,swiggy,Mumbai,41
9294,Brooks And Bonds Brewery,,2.9,80,200.0,,,Indian,Koramangala,Hsr,swiggy,Bangalore,66
9295,Tip Top Chinese,,2.9,80,300.0,,,"Chinese,Indian",Santacruz East,Scruz Bandra East,swiggy,Mumbai,36
9296,Uncle Chinese,,2.9,100,300.0,,,"Chinese,Tandoor",Santacruz East,Scruz Bandra East,swiggy,Mumbai,37
9297,Hong Kong Chinese,,2.9,80,200.0,,,"Chinese,Indian",Santacruz East,Scruz Bandra East,swiggy,Mumbai,38
9298,A One Chinese,,2.9,80,400.0,,,"Chinese,Indian",Santacruz East,Scruz Bandra East,swiggy,Mumbai,37
9299,The Bombay Chopstic,,2.9,80,250.0,,,Indian  Chinese,Saki Naka,Kurla,swiggy,Mumbai,35
9300,King Chinese,,2.9,80,300.0,,,"Chinese,Tandoor",Scruz Bandra East,Scruz Bandra East,swiggy,Mumbai,39
9301,Royal Fastfood,,3.5,20,220.0,,,"Chinese,Mughlai,Punjabi",Athwa,New Textile Market,swiggy,Surat,32
9302,Your Choice Chinese,,2.9,80,350.0,,,"Indian,Chinese",Santacruz East,Scruz Bandra East,swiggy,Mumbai,35
9303,Mother'S Tawa,,2.9,80,400.0,,,North Indian,Katraj,Bibwewadi,swiggy,Pune,83
9304,Crust & Cheese Pizza,,4.4,50,400.0,,,"Pizzas,Italian-American",Alwarpet,Alwarpet,swiggy,Chennai,72
9305,Third Wave Coffee,,4.4,100,400.0,,,"Beverages,Bakery,Continental",Ashok Nagar,Central Bangalore,swiggy,Bangalore,33
9306,Al-Hamza,,3.8,50,300.0,,,"Indian,Mughlai,Afghani",Shah-E-Alam Roja,Maninagar,swiggy,Ahmedabad,39
9307,Mamu Ki Biryani,,2.9,80,500.0,,,"Indian,North Indian,Tandoor",Chembur,Chembur,swiggy,Mumbai,53
9308,Akash Chinese,,2.9,80,300.0,,,"Chinese,Tandoor",Scruz Bandra East,Scruz Bandra East,swiggy,Mumbai,37
9309,Sri Balaji Fast Food,,4.1,100,250.0,,,"Chinese,Indian",Ayanavaram,Villivakkam,swiggy,Chennai,51
9310,Rolls Mania,,4.3,100,200.0,,,Fast Food,Sadashiv Peth,Swargate,swiggy,Pune,34
9311,Kaswa Chicken Shwarma,,2.9,80,200.0,,,Lebanese,Powai,Powai,swiggy,Mumbai,50
9312,Jay Ganesh Caterering Service,,3.9,50,150.0,,,"Chaat,Use code XPRESS121 to avail.",Ganga Dham,Gangadham,swiggy,Pune,57
9313,Mandar Restaurant,,4.1,1000,500.0,,,"North Indian,Biryani,Chinese",Toli Chowki,Tolichowki,swiggy,Hyderabad,59
9314,Quik Cakes.,,2.9,80,500.0,,,"Bakery,Desserts",Kothapet,Madhapur,swiggy,Hyderabad,56
9315,Tibetan Mother'S Kitchen,,4.1,500,250.0,,,"Chinese,Tibetan,Thai",Koramangala,Koramangala,swiggy,Bangalore,51
9316,Biryaniwala & Co - By Singh Saab,,3.8,20,300.0,,,"North Indian,Biryani,Tandoor",Chembur,Rc Marg,swiggy,Mumbai,51
9317,Spicy Bites,,2.9,80,400.0,,,Mughlai  Tandoor  North Indian,Chembur,Chembur,swiggy,Mumbai,51
9318,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Jogupalya,Lido Mall,swiggy,Bangalore,52
9319,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Shivajinagar,Jm Road,swiggy,Pune,38
9320,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Santacruz East,Kalina Artista,swiggy,Mumbai,36
9321,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Ellisbridge,Cg Road,swiggy,Ahmedabad,40
9322,Highway Briyani,,2.9,80,200.0,,,"Indian,Biryani,Tandoor",Scruz Bandra East,Scruz Bandra East,swiggy,Mumbai,37
9323,Aamar Bangla,,4.2,500,250.0,,,"Bangladeshi,Bengali",Dum Dum,Near Diamond Plaza Malljessore Road,swiggy,Kolkata,74
9324,Sundeep Hotel,,4.2,20,500.0,,,Chinese  North Indian  Seafood,Ghatkopar West,Ghatkopar Vikhroli,swiggy,Mumbai,49
9325,Speedy Wong,,3.8,20,300.0,,,Chinese,Banjara Hills,Banjara Hills,swiggy,Hyderabad,63
9326,Shawarma Grill House,,2.9,80,200.0,,,Arabian,Rajajinagar,Rajajinagar,swiggy,Bangalore,56
9327,Hindusthan Sweets- Ballygunge,,4.6,500,150.0,,,Sweets  Snacks,Ballygunge,South Kolkata,swiggy,Kolkata,50
9328,Jagvi Udipi Fast Food,,2.9,80,200.0,,,"Biryani,Indian",Chembur,Khardev Nagar,swiggy,Mumbai,62
9329,Behrouz Biryani,,4.4,100,500.0,,,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Adajan Patiya,Nr Navyug College Rander Road,swiggy,Surat,51
9330,Shakers Cafe,,2.9,80,200.0,,,"Juices,Desserts,Indian,Fast Food",Indiranagar,Old Binnamangalaindiranagar,swiggy,Bangalore,58
9331,The Bowl Company,,4.1,1000,300.0,,,"Continental,Indian,Pan-Asian,Chinese,Beverages,Desserts",Himayath Nagar,Himayath Nagar,swiggy,Hyderabad,31
9332,Biryani Canteen,,4.0,100,400.0,,,"Biryani,Chinese,North Indian,Tandoor",Rajajinagar,Rajajinagar,swiggy,Bangalore,58
9333,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Khatodra Wadi,Reliance Mall,swiggy,Surat,34
9334,Mccafe By Mcdonald'S,,2.9,80,250.0,,,"Beverages,Desserts",Koti,Abits Mpm Mall,swiggy,Hyderabad,35
9335,Hub Chinese,,2.9,80,250.0,,,"Chinese,Tandoor",Santacruz East,Scruz Bandra East,swiggy,Mumbai,33
9336,Sp Chinese Fast Food,,3.9,50,300.0,,,"Chinese,Fast Food,Indian",Yerawada,Viman Nagar,swiggy,Pune,55
9337,Nutribites,,4.6,100,150.0,,,"Healthy Food,Juices",Richmond Town,Shantinagar,swiggy,Bangalore,47
9338,Slay Coffee,,4.1,50,200.0,,,"Beverages,Desserts",Santacruz East,Cst Road,swiggy,Mumbai,36
9339,Paradise Biryani,,3.9,100,400.0,,,"Biryani,Kebabs",Rajajinagar,Rajajinagar,swiggy,Bangalore,59
9340,Pergola Kitchen And Bar,,2.9,80,1000.0,,,"Continental,North Indian",Kalyani Nagar,Kalyani Nagar,swiggy,Pune,63
9341,Al Zaika,,3.8,50,250.0,,,North Indian  Chinese  Fast Food  Desserts,Andheri East,Marol Sakinaka,swiggy,Mumbai,52
9342,Mandarin Oak- The Heavenly Chinese,,2.9,80,350.0,,,"Chinese,Asian,Thai",Indiranagar,Binnamangala 1St Stage,swiggy,Bangalore,55
9343,The Melbourne Cafe,,4.3,100,300.0,,,Cafe,Bidhannagar,Salt Lake,swiggy,Kolkata,52
9344,The Hot Kati Roll,,3.1,20,150.0,,,"Indian,Fast Food",Taltala,Esplanade,swiggy,Kolkata,50
9345,Brijwasi Sweets Original Since 1946 - Gd Group,,4.1,100,250.0,,,"Desserts,Sweets",Ghatkopar East,Ghatkopar Vikhroli,swiggy,Mumbai,45
9346,Kadamba Foodline,,2.9,80,400.0,,,South Indian,Central Bangalore,Central Bangalore,swiggy,Bangalore,47
9347,Denzong Delight,,4.0,100,200.0,,,"Chinese,Tibetan",Lake Town,Lake Town,swiggy,Kolkata,71
9348,Abids Bistro  Royalton Hotel,,2.9,80,450.0,,,"Chinese,Kebabs,North Indian,South Indian,Tandoor",Abids,Abids & Koti,swiggy,Hyderabad,57
9349,Coffee By Di Bella,,4.6,100,800.0,,,Cafe  Desserts  Chinese,Matunga,Matunga Wadala,swiggy,Mumbai,57
9350,Yakebab - Charcoal Grilled Treat,,4.2,100,300.0,,,"Arabian,Biryani,Chinese,North Indian",Annamalai Colony,Vadapalani,swiggy,Chennai,77
9351,Goodness Grills,,3.8,100,350.0,,,"Healthy Food,Continental,Keto,Indian,Salads",Richmond Town,Aga Abdullah Street,swiggy,Bangalore,39
9352,Cfc Chinese Food Court,,2.9,80,200.0,,,Chinese,Himayath Nagar,Himayath Nagar,swiggy,Hyderabad,37
9353,Ammavin Aduppankarai,,4.1,500,400.0,,,"Chettinad,Chinese,South Indian",Perambur,Perambur,swiggy,Chennai,64
9354,Red Chilly Kitchen,,4.0,50,400.0,,,"Chinese,Fast Food,South Indian",Ponniammanmedu,Perambur,swiggy,Chennai,71
9355,The Biryani Life,,3.9,50,200.0,,,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Ellisbridge,Panchvati Ellis Bridge,swiggy,Ahmedabad,32
